pair_id,variant,tag,sql,plan,latency_ms
257,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.339
257,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.06
258,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.972
258,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.774
259,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.843
259,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.735
260,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
260,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
261,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
261,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
262,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.516
262,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.137
263,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.59
263,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),14.948
264,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
264,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
265,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'grocery' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.287
265,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'grocery' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.914
266,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.937
266,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.7
267,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.636
267,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.028
268,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.858
268,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.704
269,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.641
269,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.901
270,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.144
270,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.051
271,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
271,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
272,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.039
272,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.79
273,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.325
273,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.139
274,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.142
274,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.052
275,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
275,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
276,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.037
276,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.787
277,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.84
277,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.782
278,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.132
278,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.053
279,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.333
279,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.061
280,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.212
280,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.649
281,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
281,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
282,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
282,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
283,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
283,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
284,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.848
284,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.703
285,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.593
285,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.083
286,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'fashion' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.802
286,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'fashion' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.435
287,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.352
287,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.057
288,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.797
288,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.465
289,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
289,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
290,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
290,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
291,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.901
291,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.89
292,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
292,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
293,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.563
293,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.146
294,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
294,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
295,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.922
295,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.926
